iter	Logloss
160	0.4852148039
161	0.4847596698
162	0.4837656803
163	0.4829055328
164	0.4814740836
165	0.480851343
166	0.4799167948
167	0.4791875927
168	0.4779508973
169	0.4774025639
170	0.4765185804
171	0.4762912364
172	0.4758879489
173	0.4749092457
174	0.4736490847
175	0.4731362216
176	0.4723206042
177	0.4715755579
178	0.4704518281
179	0.4693245979
180	0.4686933478
181	0.4679059539
182	0.467204758
183	0.4668299036
184	0.4666453274
185	0.4659886362
186	0.4654626698
187	0.4644182871
188	0.4640087682
189	0.4634725519
190	0.4627306778
191	0.4623774103
192	0.4617620874
193	0.4611291565
194	0.460456074
195	0.4600469149
196	0.4590124178
197	0.4577649132
198	0.4569834385
199	0.4564762592
200	0.4558023824
201	0.4552519452
202	0.4542278122
203	0.4532602881
204	0.4529312495
205	0.4518440954
206	0.4508499372
207	0.4499134282
208	0.4492134983
209	0.4485591067
210	0.4479005036
211	0.4469997967
212	0.4469888155
213	0.4463417426
214	0.4460684425
215	0.4457679507
216	0.4450192616
217	0.4447238443
218	0.4444307928
219	0.4433851748
220	0.4427721654
221	0.4426525828
222	0.4419646757
223	0.4418625512
224	0.4413109829
225	0.4405417558
226	0.4400704543
227	0.4400433029
228	0.4396490305
229	0.4389115447
230	0.4387920263
231	0.4380706407
232	0.4374592941
233	0.4372238409
234	0.4363174639
235	0.4360523201
236	0.4350956995
237	0.4347542219
238	0.4341997391
239	0.4339216337
240	0.4334579495
241	0.4331739805
242	0.4325496549
243	0.4324055687
244	0.4317854252
245	0.4313992217
246	0.4309409469
247	0.4301272949
248	0.4296812079
249	0.4290442076
250	0.4286665253
251	0.4284576455
252	0.4278639006
253	0.4274019441
254	0.4269190369
255	0.4260941802
256	0.425861631
257	0.425249742
258	0.4246323674
259	0.4245879044
260	0.423971712
261	0.4237021798
262	0.4230361882
263	0.4224385279
264	0.4219426538
265	0.4219355439
266	0.4210519324
267	0.4204768566
268	0.4196996833
269	0.4190277902
270	0.4180566482
271	0.4169656189
272	0.4162153916
273	0.4156525065
274	0.4150310707
275	0.4145674186
276	0.4143591486
277	0.4141574498
278	0.4134416254
279	0.4133743833
280	0.4132877414
281	0.4130931992
282	0.4126066105
283	0.412430363
284	0.4119916478
285	0.4113908107
286	0.4107644526
287	0.4101267783
288	0.4095405319
289	0.4092337153
290	0.408385117
291	0.4081898198
292	0.4077528588
293	0.4065784297
294	0.4064638369
295	0.4055175119
296	0.4050172359
297	0.4048347304
298	0.4047655153
299	0.4041744168
300	0.4034870064
301	0.4026987555
302	0.4025954154
303	0.4024372929
304	0.4019250731
305	0.4018459332
306	0.4018149524
307	0.401448519
308	0.400534686
309	0.3999258181
310	0.399445997
311	0.3990049969
312	0.3987674905
313	0.3981443855
314	0.3979889343
315	0.3976011148
316	0.3969124593
317	0.3966609733
318	0.3958732849
319	0.3956346342
320	0.394903412
321	0.3945249229
322	0.3944473194
323	0.3943384292
324	0.3937568844
325	0.3934275719
326	0.3931107866
327	0.3927076886
328	0.3919430542
329	0.3917247766
330	0.3915736418
331	0.3909734296
332	0.3908974189
333	0.3901564675
334	0.3898360455
335	0.3898321812
336	0.3894451001
337	0.3890101885
338	0.3887722961
339	0.3886878247
340	0.3879408669
341	0.3870064608
342	0.3867732872
343	0.3862206774
344	0.3855416563
345	0.3855381311
346	0.3853937659
347	0.38525207
348	0.3852378186
349	0.3847585376
350	0.3846764506
351	0.3841999955
352	0.383981783
353	0.3838140862
354	0.3833891188
355	0.3833112506
356	0.3831743218
357	0.3831266425
358	0.3829108209
359	0.3829070637
360	0.3823471345
361	0.3823086337
362	0.3821614234
363	0.3821583361
364	0.3821552709
365	0.3819842765
366	0.3819770628
367	0.3818455414
368	0.3817738246
369	0.3816981868
370	0.3816952713
371	0.3812099069
372	0.3806157035
373	0.3803002357
374	0.3801541729
375	0.379766782
376	0.3797539267
377	0.3794928266
378	0.3793786969
379	0.3787889222
380	0.3786610217
381	0.3784990562
382	0.378024149
383	0.3777123205
384	0.3770358975
385	0.3768101757
386	0.3763965422
387	0.3763799305
388	0.3760438594
389	0.3755610707
390	0.3753150515
391	0.3743783442
392	0.373497572
393	0.3732338416
394	0.3723490737
395	0.3717400677
396	0.3716474597
397	0.3715492638
398	0.3711119538
399	0.370996024
400	0.3707590395
401	0.3707568406
402	0.3706427511
403	0.3702369404
404	0.370166444
405	0.3693865145
406	0.3691473841
407	0.3686623899
408	0.368606661
409	0.3683346025
410	0.3677989092
411	0.367418262
412	0.3671553724
413	0.3671292512
414	0.3668963941
415	0.3668564262
416	0.3668455638
417	0.3666224566
418	0.3662639129
419	0.3657987891
420	0.3652620037
421	0.365052875
422	0.3645132273
423	0.3642280336
424	0.3637850857
425	0.3637461392
426	0.3636808773
427	0.3634479173
428	0.3627190593
429	0.3626174815
430	0.3620215252
431	0.3619639329
432	0.361598093
433	0.3615204729
434	0.3609010222
435	0.360446776
436	0.360445129
437	0.3603459636
438	0.3600899676
439	0.3595546593
440	0.3591489885
441	0.3591349374
442	0.3590373731
443	0.3590358432
444	0.3580261994
445	0.3577625686
446	0.3576504216
447	0.3573091824
448	0.3571972188
449	0.3570389018
450	0.3565620384
451	0.3565606305
452	0.3561004986
453	0.3559943668
454	0.3555698175
455	0.3549337562
456	0.3544864552
457	0.3540968328
458	0.3538770728
459	0.3535794192
460	0.3535781326
461	0.3531773797
462	0.3530772556
463	0.3528103564
464	0.3527493971
465	0.3522523612
466	0.3521926902
467	0.3516774912
468	0.3514620771
469	0.3510827283
470	0.3508572435
471	0.3507302187
472	0.3506952001
473	0.3502233358
474	0.3499690114
475	0.34978626
476	0.3496067687
477	0.3492508615
478	0.3485697909
479	0.3482706058
480	0.3479956874
481	0.3474391763
482	0.3466928082
483	0.3466072632
484	0.3461874957
485	0.3457810888
486	0.3455124688
487	0.3451719264
488	0.3448959681
489	0.3444787732
490	0.3438591432
491	0.3437782072
492	0.3436330162
493	0.3436123163
494	0.3432176616
495	0.3429270877
496	0.3427076045
497	0.3419174358
498	0.3418625142
499	0.3418167896
500	0.3415693198
501	0.3415100069
502	0.3411421539
503	0.3408062521
504	0.3405924083
505	0.3400585361
506	0.3399811009
507	0.3394137899
508	0.3389133193
509	0.3387796982
510	0.338370095
511	0.3381970918
512	0.3378016334
513	0.3371566435
514	0.3371016222
515	0.3370198857
516	0.3365972575
517	0.3361571983
518	0.3360205924
519	0.335516654
520	0.3349350586
521	0.3347336161
522	0.3345958153
523	0.3345531489
524	0.3344816542
525	0.3344027752
526	0.3341418202
527	0.3338983864
528	0.3335547324
529	0.3335536243
530	0.3333014877
531	0.3327499026
532	0.3322932395
533	0.3321671876
534	0.3320600097
535	0.331792387
536	0.3317507757
537	0.3313447309
538	0.331334079
539	0.3311142128
540	0.3310940007
541	0.3309731508
542	0.3304971176
543	0.330224798
544	0.3298583053
545	0.3294748437
546	0.3292586054
547	0.3291388846
548	0.3290435921
549	0.3287445737
550	0.3286083247
551	0.3285109539
552	0.3282411589
553	0.3282354584
554	0.3281818684
555	0.3277887137
556	0.3274538097
557	0.3273628773
558	0.3267080546
559	0.3263848691
560	0.3263263762
561	0.3258969936
562	0.3258088494
563	0.3252496766
564	0.3252491732
565	0.3250846361
566	0.3250436566
567	0.3248476091
568	0.3241291738
569	0.3241266577
570	0.3239071021
571	0.3238565843
572	0.3234111329
573	0.322928776
574	0.3228882644
575	0.3228398312
576	0.3224213426
577	0.322359633
578	0.3223592017
579	0.3222196873
580	0.3220104996
581	0.321796061
582	0.3213010556
583	0.3212407059
584	0.3210244098
585	0.3205013858
586	0.3200791929
587	0.3198643725
588	0.3198623864
589	0.3198619975
590	0.3195670941
591	0.3195077886
592	0.3192590189
593	0.3190101154
594	0.3184667984
595	0.3184071833
596	0.3183821639
597	0.3183818056
598	0.3180278451
599	0.3178656412
600	0.31780694
601	0.3176399945
602	0.3170107284
603	0.3166701797
604	0.3161619197
605	0.3158484049
606	0.3154435844
607	0.3151494489
608	0.3151476306
609	0.314779853
610	0.3142326689
611	0.3138725121
612	0.3138057895
613	0.3135738346
614	0.3135191193
615	0.313518835
616	0.3134645582
617	0.3133474059
618	0.3129757615
619	0.3128539902
620	0.3127601858
621	0.3127416901
622	0.3126051465
623	0.3125734076
624	0.3125322483
625	0.3125319849
626	0.3124832706
627	0.3123180398
628	0.3120129716
629	0.3119390652
630	0.3113989533
631	0.3113466661
632	0.3113464192
633	0.3110073922
634	0.310919472
635	0.3105104127
636	0.31044319
637	0.3103722835
638	0.3102643172
639	0.3100207945
640	0.3099079034
641	0.3097663602
642	0.3094913094
643	0.309281563
644	0.3090355024
645	0.3089919131
646	0.308656872
647	0.3086552765
648	0.3081018343
649	0.3079522877
650	0.3077543094
651	0.3077026173
652	0.3076931565
653	0.3073876147
654	0.3069902189
655	0.3067027276
656	0.3065104268
657	0.3062965
658	0.305850487
659	0.3054775987
660	0.3054217217
661	0.304975494
662	0.3048787794
663	0.304409737
664	0.3043612378
665	0.303999877
666	0.3039396491
667	0.303710657
668	0.3036844913
669	0.3033878853
670	0.3032436744
671	0.3031688979
672	0.3029984614
673	0.3027642823
674	0.3025185189
675	0.3025170201
676	0.3022847839
677	0.3017836523
678	0.301684742
679	0.3013730078
680	0.3011467138
681	0.3007314778
682	0.3006039527
683	0.3004156864
684	0.3001453209
685	0.3000709206
686	0.2999252216
687	0.2995902912
688	0.2991233649
689	0.2985234119
690	0.2980403523
691	0.2979095745
692	0.2979094465
693	0.2974382545
694	0.2973295505
695	0.2972861346
696	0.2969891954
697	0.296845271
698	0.2967778614
699	0.2966203971
700	0.2962785104
701	0.2960322733
702	0.2960280019
703	0.2959729456
704	0.2954495437
705	0.2952781225
706	0.2948940831
707	0.294677338
708	0.2944407645
709	0.2943146467
710	0.29371753
711	0.2933863583
712	0.2929962696
713	0.2928625201
714	0.2928230505
715	0.2926215555
716	0.2925493349
717	0.2921157819
718	0.2919498769
719	0.2915989696
720	0.2914774451
721	0.2912640035
722	0.2912042262
723	0.2909871455
724	0.2909465745
725	0.2903405506
726	0.2901542039
727	0.2899967853
728	0.2898346021
729	0.2896713867
730	0.2895579874
731	0.2893987197
732	0.288945234
733	0.2887107721
734	0.2884098795
735	0.2883876476
736	0.2879473477
737	0.2879072406
738	0.287608586
739	0.2873449735
740	0.2871121836
741	0.2871110572
742	0.2871109831
743	0.2869490006
744	0.2868356126
745	0.286678739
746	0.2866786661
747	0.2864181159
748	0.2863223612
749	0.2862236964
750	0.2861872947
751	0.2859117652
752	0.2855635332
753	0.2851942997
754	0.2847400098
755	0.2845192303
756	0.2843807464
757	0.2841401476
758	0.2841046669
759	0.284066169
760	0.2837137701
761	0.2835271256
762	0.2834323893
763	0.2834323352
764	0.2833081319
765	0.2832513022
766	0.2832465527
767	0.2831023642
768	0.2828013336
769	0.2824825811
770	0.2822936694
771	0.2818967251
772	0.2816656202
773	0.2814815018
774	0.2814468206
775	0.2812230644
776	0.2812197001
777	0.2810751146
778	0.2805529524
779	0.2800380148
780	0.279905317
781	0.2796524745
782	0.2795990712
783	0.2794570018
784	0.2792704569
785	0.2789283935
786	0.2785883568
787	0.2784318956
788	0.2782487624
789	0.278161014
790	0.2781275194
791	0.2781275142
792	0.2777360913
793	0.2772266969
794	0.2771578481
795	0.2771331104
796	0.2769637821
797	0.2768698976
798	0.2767453823
799	0.276216349
800	0.2759782109
801	0.2755897332
802	0.2751918056
803	0.2746201464
804	0.2745813721
805	0.2745813483
806	0.2745799105
807	0.2742303116
808	0.274058372
809	0.2738433615
810	0.2736426331
811	0.2734516831
812	0.2734178793
813	0.2731539554
814	0.2730995229
815	0.2727361591
816	0.2724454676
817	0.2720543922
818	0.2718451392
819	0.2716027678
820	0.2712127223
821	0.2711144613
822	0.2708388849
823	0.270793563
824	0.2704063912
825	0.2703738007
826	0.2699017266
827	0.2698709768
828	0.2697249677
829	0.2695191277
830	0.2694885925
831	0.2693570468
832	0.2691560336
833	0.2691174596
834	0.269003817
835	0.2687784678
836	0.2684277433
837	0.2681517682
838	0.2681487341
839	0.2678767576
840	0.2676759489
841	0.2674581441
842	0.2673560226
843	0.2669840375
844	0.2667495642
845	0.2666150554
846	0.266368542
847	0.2663373807
848	0.2663346232
849	0.265938864
850	0.2659079646
851	0.2656463402
852	0.2654650683
853	0.2652477236
854	0.2648862346
855	0.2647554487
856	0.2646446186
857	0.2644729308
858	0.2642955309
859	0.2640984922
860	0.2636844491
861	0.2636092559
862	0.2635711056
863	0.2633594206
864	0.2633588315
865	0.2631559529
866	0.2628632231
867	0.2628519524
868	0.2627643643
869	0.2626266604
870	0.2623269767
871	0.2621791655
872	0.2617957548
873	0.2611839521
874	0.260938572
875	0.2609103886
876	0.260712853
877	0.2606061153
878	0.2603829622
879	0.2602118168
880	0.2600036207
881	0.2598801753
882	0.2595871199
883	0.2593563578
884	0.259301175
885	0.2590156943
886	0.2590156937
887	0.2588407293
888	0.2585012361
889	0.2581147705
890	0.2578533273
891	0.2577222313
892	0.2574173839
893	0.2572077928
894	0.2571390234
895	0.2568618388
896	0.2567339999
897	0.256547025
898	0.2564280152
899	0.2561425279
900	0.2559251332
901	0.2558981241
902	0.2557683058
903	0.2557396249
904	0.2556784191
905	0.2556442334
906	0.255643837
907	0.2554801508
908	0.2554792349
909	0.255092685
910	0.2549945744
911	0.2548426583
912	0.2546517827
913	0.2544603625
914	0.2541745901
915	0.2537769111
916	0.2535214101
917	0.2531408681
918	0.2530825664
919	0.2529644183
920	0.2526488893
921	0.2523512686
922	0.2522607992
923	0.2521585789
924	0.25191179
925	0.2515905942
926	0.2515847067
927	0.251411413
928	0.2511720413
929	0.2509802865
930	0.2508253051
931	0.2504858965
932	0.2500622603
933	0.2498574022
934	0.249857402
935	0.2498537843
936	0.2496433144
937	0.2496128609
938	0.2494522148
939	0.2491834014
940	0.2490774345
941	0.2489722192
942	0.2489273487
943	0.2488465035
944	0.2485695078
945	0.2484685822
946	0.2484685819
947	0.2483420269
948	0.248177116
949	0.2480493087
950	0.247951468
951	0.2477446959
952	0.2473966466
953	0.2470962668
954	0.2470962657
955	0.246810162
956	0.2464922951
957	0.2463110344
958	0.2460269796
959	0.2459206205
960	0.2458579592
961	0.2455066239
962	0.2453429687
963	0.245210263
964	0.245179393
965	0.2448565661
966	0.244677333
967	0.2443510587
968	0.2443270602
969	0.244055293
970	0.2440364921
971	0.2437550502
972	0.2434993625
973	0.2432958526
974	0.2432047578
975	0.2431320979
976	0.2430851778
977	0.2428376697
978	0.2427444129
979	0.2427440523
980	0.2426866406
981	0.2425173773
982	0.2422909756
983	0.2422392396
984	0.2419061724
985	0.2415591501
986	0.2413788139
987	0.2413243751
988	0.2410527449
989	0.2408625034
990	0.2406838605
991	0.240302307
992	0.2399113736
993	0.2394896167
994	0.2392305109
995	0.2392171054
996	0.2390705594
997	0.2386482642
998	0.2385054016
999	0.238072529
